text,朝食,夕食,風呂,サービス,立地,施設,部屋
鴨鍋が食べたくて探した宿だったので、鴨肉のお代わりにも対応して貰えたので、堪能出来ました。,1,1,0,0,1,0,0
お部屋は凄く広く川の眺めも良くてゆったりと過ごす事が出来ました。,0,0,0,0,0,0,1
落ち着いた雰囲気のエントランスで、部屋も清潔感があり、ゆっくりと過ごすことができました。,0,0,0,1,0,1,1
食事会場の従業員の方が、丁寧に接客をしてくださり、私たちを見て細かいところまで行動してくださったことに感動しました。,0,0,0,1,0,0,0
食事内容は一見物足りなく感じたのですが、食べると大満足の内容でした。,1,1,0,0,0,0,0
気になったことは、1階にあるトイレのウォシュレットが上手く作動しなかったことと、ドライヤーの圧が弱かったことです。,0,0,0,0,0,1,0
函館山から近く、大変気に入っています。,0,0,0,0,1,0,0
朝食に海鮮丼があるのが素晴らしいです。,1,0,0,0,0,0,0
お部屋は広くて新しく満足しております。,0,0,0,0,0,0,1
沸かせるポット、持ち込み可能な冷蔵庫、無料の氷があればよかったです。,0,0,0,0,0,1,0
夕食は内容と部屋食が満足しております。,0,1,0,0,0,0,0
スタッフは受付の男性の佐藤さんの対応がとてもよかったです。,0,0,0,1,0,0,0
1会席とありましたが、何か物足りなく感じました。,0,1,0,0,0,0,0
気になったことは、布団の敷き方とテレビの向きがあっていないのではないか、と思いました。,0,0,0,1,0,1,0
寝ながら観るには「柱」が邪魔になります。,0,0,0,0,0,1,0
部屋は比較的広めでキレイにされてます。,0,0,0,0,0,0,1
館内及び全室禁煙は評価するところです。,0,0,0,0,0,1,1
ヤニカスの悪臭を嗅がなくていいのは嬉しいところ。,0,0,0,1,0,1,1
出来れば、ホテル前も徹底的にしていただきたい。,0,0,0,1,0,0,0
もっとも評価したいのは、おそらく一人だけ気の利くルームキーパーさんがいらっしゃいます。,0,0,0,1,0,0,0
枕のシャリシャリ感が嫌でフェイスタオルを枕に乗せて寝ていましたが、ルームキーパーさんが気を使ってくれて枕に乗せてくれていました。（バスルームのフェイスタオルとは別に）,0,0,0,1,0,0,0
こういう気遣いはとても嬉しいです。,0,0,0,1,0,0,0
１５：００前に到着しましたが、ちょうどアメニティを補充しているスタッフがいたので、聞いたら大丈夫というので、気持ち早目にチェックインできました。,0,0,0,1,0,0,0
部屋は新しく掃除も行き届いて、ＬＧスタイラーがありました。,0,0,0,1,0,1,1
私は翌日の仕事の関係で宿泊しませんでしたが、宿泊者に聞くと朝食は１Ｆのインド料理レストランで、４種類のカレーとサラダバーがあり、とてもおいしかったと満足していました。,1,0,0,0,0,0,0
同僚は、余りにも、キレイなホテルなので、とても驚いていました！,0,0,0,0,0,1,1
できたばかりの新しいホテルで全体的にきれいだったので、新鮮な気持ちで宿泊ができました。,0,0,0,0,0,1,1
チェックインの時に、スタッフの方、周りの宿泊客が全員外国の方で、場違いなところに来てしまったかなと心配になりましたが、スタッフの方の対応は丁寧ですぐに安心できました。,0,0,0,1,0,0,0
夜の八時からはレストランエリアでドリンクのサービスもあり、そこでもスタッフの方が丁寧に対応していたので、とてもよい印象を持ちました。,0,0,0,1,0,0,0
あえて、残念な点を挙げれば、大浴場にドライヤーが一つしかないことが残念でした。,0,0,0,0,0,1,0
洗面台が二つあるのだから、もうひとつおけばよいのに・・・全体的に満足できましたので、また、機会があれば利用したいです。,0,0,0,0,0,1,0
品数の豊富さに唖然、もちろん多くて。,1,0,0,0,0,0,0
少量ずつ取ったつもりでしたが半分くらいしか食べれなかったです。,1,0,0,0,0,0,0
ランチビュッフェも気になりました。,0,0,0,0,0,1,0
クラブフロアのサービスに特別感は感じず。,0,0,0,0,0,1,0
よかったのは「朝食混雑時に部屋で待てる」ってなことくらいでした。,0,0,0,1,0,0,0
子連れとしては駐車場が近く即チェックインできる周辺ホテルの方が絶対便利だと思います。,0,0,0,0,0,1,0
フロントの対応も丁寧親切で気持ち良かった。,0,0,0,1,0,0,0
１階のレストランは、夕食として1000円ポッキリの「チョイ飲みセット」を頼んだが、ビール中ジョッキとつまみも美味しく、かつボリュームもあり、お得感十分。,0,1,0,0,0,0,0
部屋に関しては特に不足のところはないが、ただトイレの便座が暖かくならないのがちょっと不満。,0,0,0,0,0,0,1
宿泊料がとてもリーズナブルで、全体としては満足した。,1,1,1,1,1,1,1
露天風呂付きの部屋で眺めも良く雰囲気は大変満足出来るレベルでした。,0,0,0,0,0,0,1
また、露天風呂も割りと広めで風情がありゆったり温泉も満喫することが出来ました。,0,0,1,0,0,0,0
料理もアワビが非常に柔らかく大変美味しかったのと、すき焼きも大変美味しく流石に看板メニューだけのことはありました。,0,1,0,0,0,0,0
品数も豊富で料理全般満足出来ると思います。,0,1,0,0,0,0,0
先ず、仲居さんが部屋で料理をセッティングする時、食材を手づかみで盛ってたのが気になりました。,0,1,0,1,0,0,0
二点目は夕食後、出掛ける事になりフロントに伝えたところ、一瞬声のトーンが変わった所でした。,0,0,0,1,0,0,0
帰りが遅くなりそうでも、笑顔で送り出してくれるのがサービスではないかと感じました。,0,0,0,1,0,0,0
その点を除けば、風情のある温泉も料理も楽しめる良い旅館だと思います。,0,0,1,1,0,0,0
設備が新しく部屋は綺麗でした。,0,0,0,0,0,1,1
セミダブル室はユニットバス（バストイレ同室）で、トイレが狭く感じました。,0,0,0,0,0,0,1
この数では朝混雑するのは当然と感じました。,1,0,0,0,0,1,0
おおむね満足でしたが、不満を言えば敷布団が本当に薄くて、（私はベットでしたので気が付きませんでしたが・・・・）主人達の声でした。,0,0,0,0,0,1,0
今回は銀泉付きのお部屋で部屋付き露天風呂にはテレビがついていて、湯加減もちょうどよくのんびりつかれました。,0,0,1,0,0,0,0
夕食は出汁がしっかりしているお料理が多く大変満足でした。,0,1,0,0,0,0,0
姉妹館の温泉も楽しめ、相変わらず良い宿だなあと感じました。,0,0,1,0,0,0,0
良かった部分は、立地と朝食でした。,1,0,0,0,1,0,0
博多駅から徒歩圏内の為、出張時にも利用しやすかったですし、パワフルモーニングは有り難かったです。,1,0,0,0,1,0,0
気になった部分は、サービスと部屋です。,0,0,0,1,0,0,1
まず、チェックインの際に朝食券を渡し忘れた事、また朝食の説明がほぼなく始めに戸惑いました。,0,0,0,1,0,0,0
部屋ですが、安いプランが理由だとは思いますが、水道の音が継続して聞こえ続けました。,0,0,0,0,0,0,1
朝食内容が良かった分、総合を普通にしました。,1,0,0,0,0,0,0
フロントの方が周辺の食事どころを丁寧に教えてくださいました。,0,0,0,1,0,0,0
大浴場へ行く途中の通路が寒かったのが少し残念でした。,0,0,1,0,0,1,0
朝食のレストランの雰囲気が良かったです。,1,0,0,0,0,0,0
バイキングの料理の種類は多くとても美味しかったので、また宿泊させていただこうと思っています。,1,0,0,0,0,0,0
お部屋が広くて、お風呂も気持ちよくて良かったです。,0,0,1,0,0,0,1
お食事は可もなく不可もなくでした。,1,1,0,0,0,0,0
朝子どもには牛乳がでたのが最近では珍しい感じがしました。,1,0,0,1,0,0,0
卓球やオセロ、将棋があり子どもたちも喜んでました。,0,0,0,0,0,1,0
衛生面はそんなに良くなかったです。,0,0,0,1,0,0,0
大変気分悪くなりました。,0,0,0,1,0,0,1
値段相応のサービスが感じませんでした。,0,0,0,1,0,0,0
改善してほしいです。,0,0,0,1,0,0,1
廊下と客室ドアの隙間が大きく廊下の話し声、ドアの開閉音が客室に聞こえてうるさかった。,0,0,0,0,0,0,1
隣の客室の男女の話し声がはっきりと聞こえた。,0,0,0,0,0,0,1
「なんで何も言わないのよ」など語尾まではっきり聞こえるホテルに泊まったのは初めてで壁が薄く防音設備がまるでないと思われる。,0,0,0,0,0,0,1
耳栓の用意があるか聞いたらないとのこと。,0,0,0,0,0,1,0
このような壁の薄い客室を使わせながら耳栓の用意もないのはとても残念だ。,0,0,0,1,0,1,1
また、家族が泊まったシングルルームの風呂は使用後に水を流すと浴室とトイレの床が水浸しになり困った。,0,0,1,0,0,0,1
清掃もきちんとされていないようである。,0,0,0,1,0,0,0
お風呂が遠いのが残念でした。,0,0,1,0,0,0,0
食事は食べきれないほどでとても美味しくいただきました。,1,1,0,0,0,0,0
一人旅なので、せめて夕飯だけでもお部屋で食べれるとよかったです。,0,1,0,1,0,0,0
浴室の換気扇が効かず湯気がこもり、結露で着替えやタオルがしっとりしてしまいました。,0,0,0,0,0,1,0
妻の化粧ポーチも同様でした。,0,0,0,0,0,1,0
ホテルの方に聞くと、どの部屋も同様で換気は弱いから仕方無いとの事でした。,0,0,0,0,0,1,0
もう少し顧客視点で対応頂きたいと感じました。,0,0,0,1,0,0,0
部屋はかなり年季が入っていて、においが埃臭い。,0,0,0,1,0,0,1
温泉は少し小さくてショック。,0,0,1,0,0,0,0
貸し切り風呂が良かったです。,0,0,1,0,0,0,0
朝ごはんは玉子焼きは美味しかったです。,1,0,0,0,0,0,0
コンロなど改善した方が良いと思います。,0,0,0,0,0,1,0
お迎えの時に誰もいなくて気になりました。,0,0,0,1,0,0,0
翌日は丁寧な対応でしたのでお迎えの時もそうして欲しいですね。,0,0,0,1,0,0,0
食事は会席と近江牛のしゃぶしゃぶも美味しく部屋で食べられてとても満足でしたが、お風呂の不具合でシャワーのお湯がとてもぬるく髪を洗うのも躊躇するほどでした。,0,1,1,0,0,0,0
露天風呂付きの部屋でしたが、結局使うことはありませんでした。,0,0,1,0,0,0,0
一番寒い時期で温泉を楽しみに行った宿なのでとてもとても残念でした。,0,0,1,0,0,0,0
他のレビューでも温度が低いと書かれているのがあったので根本的に修理されていないのかな？と思います。,0,0,1,0,0,0,0
急に休暇が取れることになり、直前の予約となりましたが、とてもおいしい食事に大満足でした。,1,1,0,0,0,0,0
特に追加でお願いした岩ガキは最高でした。,1,1,0,0,0,0,0
このほかにも、いろいろと無理なお願いをしたにもかかわらず、対応いただき本当に助かりました。,0,0,0,1,0,0,0
子どもたちは、翌朝にやった「カニ釣り」がとても楽しかったらしく、「また行きたい！」と祖父母に話し、９月には改めてジジババ含め６名で伺いうことになりました。,0,0,0,1,0,0,0
食事も美味しく、部屋も広くて快適でした。,1,1,0,0,0,0,1
ただ、この部屋にトイレがないのだけが不思議でした,0,0,0,0,0,0,1
だいぶ時間に遅れての到着だったのですが、優しく対応してくださり、とても嬉しかったです。,0,0,0,1,0,0,0
夕ご飯、朝ごはんとも美味しかったです。,1,1,0,0,0,0,0
お風呂ですが、美肌の湯で化粧水に浸かっているような感じで温度もちょうど良く満足しました。,0,0,1,0,0,0,0
しかし大浴場のほうがぬるかった気がします。,0,0,1,0,0,0,0
温泉で体を温めたので、布団でゆっくりねれました。,0,0,1,0,0,0,1
今回もたいへん美味しいお料理を堪能させていただきました。,1,1,0,0,0,0,0
何もかも美味しかったのですが、特に夕食の一品の鮑のステーキは絶品。,0,1,0,0,0,0,0
朝食では出し巻き卵が素晴らしく、感激いたしました。,1,0,0,0,0,0,0
スタッフの方もみなさん温かく、お部屋も広い海側を用意していただき、ゆっくりと過ごすことができました。,0,0,0,1,0,0,1
交通事情のせいで予定が大幅にくるいましたが、駅への迎えなど本当に柔軟に対応していただきました。,0,0,0,1,0,0,0
設備、アメニティも言うことなし。,0,0,0,0,0,1,0
食事もとても美味しかった。,1,1,0,0,0,0,0
ただ温泉でなかったことだけが残念。,0,0,1,0,0,0,0
すべてにおいて大満足で、特に料理と従業員のおもてなしは最高で至れり尽くせり。,1,1,1,1,1,1,1
とても幸せな時間を過ごすことが出来ました。,1,1,1,1,1,1,1
口コミを見て、食事は全然期待していなかったのですが、サイコロステーキ、カキや魚のフライ、天ぷら、刺身、おでんなど、色々あって楽しめました。,1,1,0,0,0,0,0
朝、部屋の露天風呂に入り、伊豆ならではの温泉を堪能しました。,0,0,1,0,0,0,0
外湯めぐりのための送迎。,0,0,0,1,0,0,0
夜飯の品数・量の豊富さ。,0,1,0,0,0,0,0
多いくらいで、残してしまって申し訳なかった。,0,1,0,0,0,0,0
笑ノドグロの天ぷらはとても美味しかった。,0,1,0,0,0,0,0
舟盛りはいわゆるインスタ映えするため、女子も惹きつけられるだろう。,0,1,0,0,0,0,0
部屋からの景色は川が見えて気持ちが良かった。,0,0,0,0,0,0,1
強いて気になったのは、お風呂で、若干タイルが汚かった。,0,0,1,1,0,0,0
錆びていたりしていて、良い思いはしなかった。,0,0,1,1,0,0,0
ただ、それを覆すほどのサービスを提供して頂いた。,0,0,0,1,0,0,0
いろいろな温泉宿に泊まってきましたが、総合的に言って屈指の満足感を頂きました。,1,1,1,1,1,1,1
高価なプランではなかったので食材に高級なものが使われていたわけではないのに、献立のどれもが盛り付け・調理・味付けともに素晴らしく、器もきれい、プレゼンテーションが素晴らしい。,0,1,0,0,0,0,0
朝食ビュッフェも、普通のよう朝食もいただけますが、山形の名産がいろいろ味わえる和食系でまとめるのがおすすめ。,1,0,0,0,0,0,0
部屋は特に眺めなどは観るべきものがないので満点はつけられませんが、清掃が行き届き、調度品も上質で居心地がよかった。,0,0,0,1,0,1,1
唯一の難点は、隣室の声やテレビの音がよく聞こえてしまったこと。,0,0,0,0,0,0,1
ただ、この人たちは廊下を歩くときや部屋の出入りなどもまるで若谷にいるかの如くなふるまいだった（要するにうるさい）ので、宿が悪いというより我々の運が悪かったというべきかと。,0,0,0,0,0,0,1
また、この宿の特徴として館内の殆どが廊下も含め畳張りで、トイレ以外はスリッパを履かないのも日本人にとっては快適なのでは。,0,0,0,0,0,1,0
プランの特典で滝の湯ホテルの風呂にも入ったので、それに比べればこちらの風呂はこじんまりとしていますが、清潔感があるいいお風呂です。,0,0,1,1,0,0,0
何より、スタッフの方は若い人が多かったですが、全員がとてもさわやかな応対で、お客への気遣いと自然な笑顔ができる人たちという印象。,0,0,0,1,0,0,0
チェックインの時に私が車を移動していたので左利きの妻が宿帳を書きましたが、夕食の全に着くと妻の方は左利き用にはしをおかれていて、妻は感激していました。,0,1,0,1,0,0,0
フロントと他のサービス係の連携がよくできているということですよね。,0,0,0,1,0,0,0
老舗旅館の風格があり、部屋 風呂ともにきれいに清掃されており気持よく滞在できました。,0,0,1,0,0,0,1
食事も懐石料理で品数も多く大変美味しかったです。,0,1,0,0,0,0,0
来年もまた行きたいと思います。,1,1,1,1,1,1,1
大浴場の内湯と露天はゆったり足を伸ばせる広さですし、貸切風呂も雰囲気があって十分に満喫できました。,0,0,1,0,0,0,0
急な予約なのにスタッフの方も良くしてくださり、宿としてのオススメのお店や個人的によく召し上がるというメニューも教えてくださいました。,0,0,0,1,0,0,0
今回は一番近場の摩耶さんという洋食屋さんでポークジンジャーをいただきました。,0,0,0,0,1,0,0
宿の朝食は食材を活かした手間がかかっていそうなお料理の上に、器にも気を使われているようでとてもおいしかったです。,1,0,0,0,0,0,0
部屋はスタンダードツインということでしたが、少し広めの部屋だったようで、そして枕や寝具も気持ちよく、とても快適に過ごせました。,0,0,0,0,0,1,1
備え付けのタオルの質感も私の好みにピッタリで、どこのタオルですかと聞きたいくらいです。,0,0,0,0,0,1,0
これも大変美味しかったです！！,0,1,0,0,0,0,0
朝食も大満足でした。,1,0,0,0,0,0,0
大浴場は軽快なジャズをBGMに、必要なアメニティが全て揃う極上の癒しの場でした。,0,0,1,0,0,1,0
なんと、お湯は超軟水という。。。,0,0,1,0,0,0,0
どうりで髪の毛がトリートメント後のようにサラサラになったわけですね。,0,0,1,0,0,0,0
朝食は種類が豊富！,1,0,0,0,0,0,0
洋食が比較的多いイメージでしたが、日本人には欠かせないご飯・お味噌汁・納豆・お味噌汁・小鉢・・・そしてサラダとフルーツバーまで。,1,0,0,0,0,0,0
近くに美味しい鹿児島ラーメンの店や居酒屋も多く、市内の中心地にある為、アクセスは悪くありません。,0,0,0,0,1,0,0
とりめしとフレンチトーストは美味しかったです。,1,0,0,0,0,0,0
温泉地ですので松本駅からは離れていますが、路線バスの本数はそこそこあります。,0,0,0,0,1,0,0
温泉は大浴場の他に貸し切り展望露天風呂などがあり、ゆっくりと楽しめました。,0,0,1,0,0,0,0
食事もそばや漬物などを堪能して、ゆったりと過ごすことができました。,1,1,0,0,0,0,0
お部屋はとてもきれいで快適でした。,0,0,0,1,0,0,1
幼児が一緒だったので、脱いだり履いたり、脱げたのを履かせたりといった手間がなくて快適でした。,0,0,0,0,0,1,0
妊娠中だったのでエレベーターがないのだけが少ししんどかったですが…。,0,0,0,0,0,1,0
お食事は「いいものを少しずつ、たくさん楽しめる」という感じで、女性や年配の方に特に喜ばれそうな御品書きでした。,1,1,0,0,0,0,0
お風呂は二種類の泉質を楽しめるようになっており、一粒で二度美味しい気分になれてお得でした。,0,0,1,0,0,0,0
また、日帰り入浴のお客様もたくさん来ているようでしたが、スタッフさんがわりと頻繁に出入りしていてしっかり管理されているなと感じられました。,0,0,1,0,0,0,0
夕食の時間を予約したあと、子どもがお腹すいたと騒いだために時間を早めてもらえるか頼んだ際、快く変更してきただき助かりました。,0,0,0,1,0,0,0
お料理がとてもよかったです。,1,1,0,0,0,0,0
特に朝ごはんは最高でした。,1,0,0,0,0,0,0
お風呂もゆったりとできました。,0,0,1,0,0,0,0
お祝いプランがあったので、父の米寿のお祝いを前倒しで、のつもりでしたが数え年でのお祝いは対象外ということで、誕生祝いをしていただきました、和食のお店でしたが、ケーキは大変美味しかったです。,0,0,0,1,0,0,0
総合的には眺めのよい快適な部屋で温泉も楽しめて、ベッドの寝心地もよかった（そう）です。,0,0,0,0,0,1,1
誕生祝いのため事前にレストラン予約が必要だったのですが、お料理の内容とレストランの場所がわからず、困りました。,0,0,0,1,0,0,0
和食はホテル建物の中でよかったのですが、もし外のレストランだったら、老親にとっては大変な負担になるところでした。,0,0,0,1,0,0,0
ビーチサンダルが置いてあったのは助かりましたが、女性用が一つしかありませんでした。,0,0,0,1,0,0,0
予約の際に男女別、子どもありなし、はわかると思うので、配慮があるとよかったです。,0,0,0,1,0,0,0
何度行ってもいやな所が見つからない。,1,1,1,1,1,1,1
特にお料理は心尽くしという言葉がぴったり。,1,1,0,0,0,0,0
味良し器良し、目と舌で楽しめます。,1,1,0,0,0,0,0
決してゴージャスな旅館ではありませんが、そのおもてなしにホッと疲れが取れる優しい、ステキな旅館です。,1,1,1,1,1,1,1
食事は決まっている料理以外にもバイキング形式で選べるのもあったので主人は満足していました。,1,1,0,0,0,0,0
お風呂は露天風呂がきれいで気持ちよかったです。,0,0,1,0,0,0,0
アメニティは地球環境を考えている旅館みたいで最小限しか用意されておらず少しがっかりしました。,0,0,0,0,0,1,0
大浴場の無料フットマッサージャーが足の疲れを癒してくれました。,0,0,0,0,0,1,0
川沿いの部屋で眺めがよかったです。,0,0,0,0,0,0,1
コンセプトや部屋、温泉はもちろんのこと、「ゼーゼマンの書斎」として宿泊者限定にドリンクを無料提供しているのが素晴らしかった。,0,0,1,1,0,0,1
スタッフさんも丁寧で、レストランでは記念日サービスもしてくださいました。,0,0,0,1,0,0,0
冬季は公共交通で行けないのが残念で、1日1往復の駅まで送迎バスなどがあれば尚良かと思いました。,0,0,0,1,0,0,0
結論からいいますと、素晴らしかったです。,1,1,1,1,1,1,1
広くて子どもたちもおおはしゃぎ。,0,0,0,0,0,0,1
大人も初めてのハンモックに感動しました。,0,0,0,0,0,1,0
美味しい料理にサプライズのミニケーキ嬉しかったです。,1,1,0,1,0,0,0
内風呂の温度が暑かったのですが、次の日ちゃんと謝罪もしてくださり、しっかり管理されてるんだなと思いました。,0,0,1,1,0,0,0
みなさんの温かい心意気と素敵なおもてなしが以前と変わらず今回も素敵な時間を過ごせました。,0,0,0,1,0,0,0
やはり行ってよかったぁ?部屋も食事も風呂もサービスも大満足です。,1,1,1,1,0,0,1
かくいう自分は6回も入ったのですが・・・正直コスト的には厳しいのですが、やはりそれに見合う価値は十分あります。,0,0,1,0,0,0,0
立地条件が良く駐車場もあり、泡盛を含むフリードリンクが利用でき、朝食付きということで値段を考えると大変満足……と言いたいところですが、部屋があまりにもカビ臭くて具合が悪くなりました。,1,0,0,0,1,1,1
天井の通風孔（？）がびっしりカビていたのでそのせいでしょうか。,0,0,0,1,0,0,1
また、清掃スタッフの方に2度ドアを開けられて面食らいました。,0,0,0,1,0,0,0
人的ミスは仕方がないとして、目に見える箇所のカビくらいはどうにかならないものかと思います。,0,0,0,1,0,0,1
においさえなければ大満足でした。,0,0,0,0,0,0,1
ホテルの方のサービスが、こちらの思いを十分にわかってくださっていると感じました。,0,0,0,1,0,0,0
さりげなく、よかったです。,1,1,1,1,1,1,1
朝食は、派手な主張はないけれど、納得できる美味しさでした。,1,0,0,0,0,0,0
朝食はタコライス、ゴーヤが特に美味しかったです。,1,0,0,0,0,0,0
風呂が良かった、接客態度も素晴らしい！,0,0,1,1,0,0,0
残念点は食事は豚肉蒸し鍋でした。,1,1,0,0,0,0,0
総合的に良い宿でした。,1,1,1,1,1,1,1
朝食の種類が多く、味もとても満足しました。,1,0,0,0,0,0,0
また、スタッフの方がお茶を持ってきてくださったり、パンの温めをして頂いたりなど、細かなサービスがさすがでした。,1,0,0,1,0,0,0
それなのに、部屋にペットボトルの水がないのが残念でした。,0,0,0,0,0,1,0
繁華街から離れていて静かながら女性は付近を歩くのは怖いと思う。,0,0,0,0,1,0,0
目の前に有名コンビニエンスがあって大変便利でした。,0,0,0,0,1,0,0
部屋は一人ながらシングルが塞がっていたからとは思うがツインでとても広く良かったです。,0,0,0,0,0,0,1
朝食は品数が少なく自分は朝ご飯は小食なので気になりませんでしたが、朝ご飯も目的の一つの人にはお勧めしません。,1,0,0,0,0,0,0
ただ、昨日飲みすぎた自分にとっては11：00のチェックアウトはありがたかったです。,0,0,0,1,0,0,0
人のやたら多い京都駅周辺よりも落ち着いた環境で、仕事メインにはかえって良かったです。,0,0,0,0,1,0,0
山科駅の直近で地下鉄や東西線などのアクセスが良くて、仕事に出掛ける際には大変便利でした。,0,0,0,0,1,0,0
観光でも不便では無いように思います。,0,0,0,0,1,0,0
部屋はとても綺麗で、冷蔵庫もあり、WiFiの通りも良くて、ビジネスの滞在にも支障ありませんでした。（分かって予約してはいますが）,0,0,0,0,0,1,1
男性でも大浴場には入りたいので、他のホテルのように時間交代制などの方が有り難いと思います。,0,0,1,1,0,0,0
が、部屋のお風呂もビジネスホテルに比べると少し広いし、シャンプーやリンスも少し良いモノが入っているので、十分にくつろげました。,0,0,1,0,0,1,0
朝ごはんは、毎日違うものをメインに据えて食べることができるくらい種類が豊富で、とても良かったです。,1,0,0,0,0,0,0
なお、備え付けのコーヒーカップではコーヒーマシンのラテにはピッタリでも、ミルクティーを作って飲むのには小さ過ぎるので、少し考えて頂ければ嬉しいです。,1,0,0,0,0,1,0
部屋から、清流と露天風呂を同時に楽しんでいる、親子の宿泊客が見えました。,0,0,0,0,0,0,1
温泉旅館として最高の環境ですね。,0,0,0,0,1,0,0
お誕生日プレートを準備していただきありがとうございました。,0,0,0,1,0,1,0
その際にもう少しイベント感がある趣向があったらよかったと思いました。,0,0,0,1,0,0,0
満室の状況でお忙しかったと思いますが、乾杯の際に写真を撮っていただけたら（忙しそうで頼めなかった）より良かったです。,0,0,0,1,0,0,0
ホテルは新しくヒノキをふんだん使用しているようですし、何よりもベッドの寝心地が良かったです。,0,0,0,0,0,1,0
サービスもアメニティも充実、ホテル周辺もお店多いので助かりました。,0,0,0,1,1,1,0
建物は少し古い感じでしたが、清掃が行き届いて清潔感があり、女性にはフロントでアメニティーをサービスしておりとても良かったです。,0,0,0,1,0,1,0
朝食も美味しく頂き、思いがけずいいホテルに宿泊できてよかったです。,1,0,0,0,0,0,0
プールじたいはそれほどの混雑ではなかったのですが、パラソルのあるチェアは満席だったので、暑すぎて休憩が出来ず大変でした。,0,0,0,0,0,1,0
パラソルが増えればいいな。,0,0,0,0,0,1,0
スカイツリービューのお部屋で子供が喜びました。,0,0,0,0,0,0,1
朝食も美味しく出来立てのオムレツが特に美味しかったです。,1,0,0,0,0,0,0
スタッフの方は全員笑顔で、対応がとても丁寧で良かったです。,0,0,0,1,0,0,0
バイクは屋根下に駐車出来るので安心です。,0,0,0,0,0,1,0
八日市インターから12分の場所なので大変便利！,0,0,0,0,1,0,0
自家用車で行ったので、広い駐車場があるのは便利。,0,0,0,0,0,1,0
和食を頂き、美味しくまた満足できる量があった。,1,0,0,0,0,0,0
スペアキーがあると、複数人で泊まったときに助かります。,0,0,0,0,0,1,0
ところが、炭平のすべてに満足し雨の日本海は素晴らしい思い出を作ってくれた。,1,1,1,1,1,1,1
行き届いたお客様本位のサービスにこの炭平の経営方針がうかがわれる。,0,0,0,1,0,0,0
到着の時、翌日のコースをほんの少し聞いただけなのに、翌朝、丁寧な案内地図をいただき感激。,0,0,0,1,0,0,0
従業員の皆さんの気持ちが伝わり心地よい旅を満喫できました。,0,0,0,1,0,0,0
ベッドやルームキーが新しくなってました。,0,0,0,0,0,1,0
カップなどは以前の引き出し式の方が好きです。,0,0,0,0,0,1,0
特筆すべきはベッドサイドにUSBとコンセントの差込口が各ベッドにあります！！,0,0,0,0,0,0,1
スマホ充電するのにとても重宝しました。,0,0,0,0,0,0,1
付いてるホテルなか無いんですよね?。,0,0,0,0,0,1,0
全体的におしゃれな感じになりました。,0,0,0,0,0,1,1
今回きりたんぽ鍋を楽しみにしておりましたらまだ早かったようです。,1,1,0,0,0,0,0
次回宿泊の際はぜび食べたいと思います。（こちらのきりたんぽ鍋おいしいんです！！ちゃんとセリの根も入ってる正統派です。）,1,1,0,0,0,0,0
結果、他の方の高評価通り本当に素晴らしい旅館だと感じました。,1,1,1,1,1,1,1
館内全体にお香のにおいがして風情ある落ち着いた雰囲気がある旅館でした。,0,0,0,0,0,1,0
こればっかりはこちら側はどうすることもできないので、食事を重要視される方は部屋食確約プランを選ばれる事を強くおすすめします。,0,0,0,0,0,0,1
自分は今まで旅行時に過去に宿泊した旅館には良いと思っても一度もリピートしたことが無いのですが、ここには今度は父親も一緒に連れてもう一度来たいと思いました。,1,1,1,1,1,1,1
良い思い出になったし素敵な時間を過ごさせて頂きました。,1,1,1,1,1,1,1
アメニティが充実していました。,0,0,0,0,0,1,0
大きなお風呂もありゆっくりできました。,0,0,1,0,0,0,0
ＧＷ期間中にもかかわらず金額が安く、そのうえホテル側の事情でワンランク上の部屋まで用意して頂き部屋から見える景色（オーシャンビュー）は最高で十分満喫できました。,0,0,0,1,0,0,1
スタッフの方々の対応が良く高級感もありとても良かったです。,0,0,0,1,0,0,0
食事も夕食オーダープランは、初めてでしたが、3000円分で満腹になるほどボリュウムがあり、なかなか良かったです。,0,1,0,0,0,0,0
ホテルの近くにローソンがあります。,0,0,0,0,1,0,0
アメニティは充実していました。,0,0,0,0,0,1,0
朝ごはんのお茶漬けバイキングは、美味しくておかわりしてました。,1,0,0,0,0,0,0
朝のんびりしたい人には11時チェックアウトはうれしいです。,0,0,0,1,0,0,0
23時少し前の遅いチェックインになりましたが、女性スタッフさんの素敵な笑顔で迎えて頂き地下鉄乗り継ぎの疲れも和みました。,0,0,0,1,0,0,0
部屋もきれいに掃除されていて心地よく宿泊することができました。,0,0,0,1,0,0,1
朝食もとても美味しくいただきました。,1,0,0,0,0,0,0
家族で宿泊、主人との銀婚の記念日であり記入したところ、夕食でのサプライズサービスに感動しました。,0,1,0,1,0,0,0
お料理ひとつひとつにも、感動でした。,1,1,0,0,0,0,0
予約直後に宿泊や、食物アレルギーなどの確認のお電話を頂いたことにもとても驚き、ありがたかったのと、旅がとても楽しみになりました。,0,0,0,1,0,0,0
特に敷き布団は、とても寝心地がよく、翌朝お布団のタグを見て、ブランドをチェック（^^）帰りも、車が見えなくなるまで手を振ってお見送りして下さり、涙があふれました。,0,0,0,1,0,1,0
あちこちに、思いやりを感じ、家族で本当に癒されたお宿でした。,0,0,0,1,0,0,0
事前予約をした後にカラオケの要望、料理の一部変更の要望をしたとこと、快く変更していただき、とても感謝しています。,0,0,0,1,0,0,0
それ故にサービスは満点だとかんじました。,0,0,0,1,0,0,0
